time_bin,price_level,bid_volume,ask_volume,net_volume,trade_count,avg_bid_price,avg_ask_price,time_window,segment_id,trading_time
1606811400,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 08:30:00
1606811400,269.0,30,30,0,2,269.0,269.5,1m,48,2020-12-01 08:30:00
1606811460,270.5,15,15,0,1,270.0,271.0,1m,48,2020-12-01 08:31:00
1606811460,269.5,30,30,0,2,269.0,270.0,1m,48,2020-12-01 08:31:00
1606811460,269.0,30,30,0,2,269.0,269.5,1m,48,2020-12-01 08:31:00
1606811520,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 08:32:00
1606811580,270.0,15,15,0,1,269.5,270.5,1m,48,2020-12-01 08:33:00
1606811580,269.5,165,165,0,11,269.0,270.0,1m,48,2020-12-01 08:33:00
1606811640,270.0,60,60,0,4,269.5,270.5,1m,48,2020-12-01 08:34:00
1606811640,269.5,90,90,0,6,269.0,270.0,1m,48,2020-12-01 08:34:00
1606811700,270.0,30,30,0,2,269.5,270.5,1m,48,2020-12-01 08:35:00
1606811760,270.5,15,15,0,1,270.0,271.0,1m,48,2020-12-01 08:36:00
1606811820,270.5,45,45,0,3,270.3333,271.0,1m,48,2020-12-01 08:37:00
1606811820,270.0,15,15,0,1,269.5,270.5,1m,48,2020-12-01 08:37:00
1606811940,271.0,45,45,0,3,270.5,271.3333,1m,48,2020-12-01 08:39:00
1606811940,270.5,90,90,0,6,270.4167,271.0,1m,48,2020-12-01 08:39:00
1606812000,271.5,45,45,0,3,271.0,272.0,1m,48,2020-12-01 08:40:00
1606812000,271.0,330,330,0,22,270.5,271.4773,1m,48,2020-12-01 08:40:00
1606812000,270.5,30,30,0,2,270.5,270.75,1m,48,2020-12-01 08:40:00
1606812060,271.0,75,75,0,5,270.5,271.5,1m,48,2020-12-01 08:41:00
1606812060,270.5,60,60,0,4,270.25,271.0,1m,48,2020-12-01 08:41:00
1606812120,271.0,165,165,0,11,270.5,271.5,1m,48,2020-12-01 08:42:00
1606812120,270.5,105,105,0,7,270.0714,271.0,1m,48,2020-12-01 08:42:00
1606812180,271.5,30,30,0,2,271.0,272.0,1m,48,2020-12-01 08:43:00
1606812180,271.0,75,75,0,5,270.2,271.7,1m,48,2020-12-01 08:43:00
1606812180,270.5,75,75,0,5,270.0,271.0,1m,48,2020-12-01 08:43:00
1606812240,271.5,45,45,0,3,271.0,272.0,1m,48,2020-12-01 08:44:00
1606812240,271.0,75,75,0,5,270.5,271.5,1m,48,2020-12-01 08:44:00
1606812240,270.5,105,105,0,7,270.0,271.0,1m,48,2020-12-01 08:44:00
1606812300,271.0,120,120,0,8,270.4375,271.4375,1m,48,2020-12-01 08:45:00
1606812300,270.5,180,180,0,12,270.1667,271.0,1m,48,2020-12-01 08:45:00
1606812360,271.5,45,45,0,3,271.0,272.0,1m,48,2020-12-01 08:46:00
1606812360,271.0,60,60,0,4,270.5,271.5,1m,48,2020-12-01 08:46:00
1606812360,270.5,180,180,0,12,270.25,271.0,1m,48,2020-12-01 08:46:00
1606812420,271.5,75,75,0,5,270.8,272.2,1m,48,2020-12-01 08:47:00
1606812420,271.0,60,60,0,4,270.5,271.5,1m,48,2020-12-01 08:47:00
1606812420,270.5,30,30,0,2,270.0,271.0,1m,48,2020-12-01 08:47:00
1606812480,271.0,30,30,0,2,270.5,271.5,1m,48,2020-12-01 08:48:00
1606812480,270.5,105,105,0,7,270.0,271.0,1m,48,2020-12-01 08:48:00
1606812540,271.0,150,150,0,10,270.15,271.8,1m,48,2020-12-01 08:49:00
1606812540,270.5,15,15,0,1,270.0,271.0,1m,48,2020-12-01 08:49:00
1606812600,272.0,15,15,0,1,272.0,272.5,1m,48,2020-12-01 08:50:00
1606812600,271.5,60,60,0,4,271.375,271.75,1m,48,2020-12-01 08:50:00
1606812600,271.0,60,60,0,4,270.25,271.625,1m,48,2020-12-01 08:50:00
1606812600,270.5,150,150,0,10,270.0,271.0,1m,48,2020-12-01 08:50:00
1606812660,273.5,15,15,0,1,273.0,274.0,1m,48,2020-12-01 08:51:00
1606812660,270.5,90,90,0,6,270.1667,271.0,1m,48,2020-12-01 08:51:00
1606812720,270.5,135,135,0,9,270.0,271.0,1m,48,2020-12-01 08:52:00
1606812780,270.5,30,30,0,2,270.0,271.0,1m,48,2020-12-01 08:53:00
1606812840,271.0,30,30,0,2,270.5,271.25,1m,48,2020-12-01 08:54:00
1606812840,270.5,195,195,0,13,270.3462,271.0,1m,48,2020-12-01 08:54:00
1606812900,270.5,210,210,0,14,270.0714,271.0,1m,48,2020-12-01 08:55:00
1606812960,270.5,150,150,0,10,270.2,270.95,1m,48,2020-12-01 08:56:00
1606813020,270.5,105,105,0,7,270.0,270.9286,1m,48,2020-12-01 08:57:00
1606813080,270.5,120,120,0,8,270.0,270.9375,1m,48,2020-12-01 08:58:00
1606813140,270.5,45,45,0,3,270.0,270.8333,1m,48,2020-12-01 08:59:00
1606813140,270.0,15,15,0,1,269.5,270.5,1m,48,2020-12-01 08:59:00
1606813200,270.5,30,30,0,2,270.0,271.0,1m,48,2020-12-01 09:00:00
1606813260,270.5,45,45,0,3,270.0,271.0,1m,48,2020-12-01 09:01:00
1606813320,270.5,180,180,0,12,270.0,271.0,1m,48,2020-12-01 09:02:00
1606813380,270.5,180,180,0,12,270.0,271.0,1m,48,2020-12-01 09:03:00
1606813440,270.5,195,195,0,13,270.0,271.0,1m,48,2020-12-01 09:04:00
1606813500,270.5,195,195,0,13,270.0,270.8846,1m,48,2020-12-01 09:05:00
1606813560,270.5,200,200,0,14,270.0,271.0,1m,48,2020-12-01 09:06:00
1606813560,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 09:06:00
1606813620,270.5,105,105,0,7,270.0,271.0,1m,48,2020-12-01 09:07:00
1606813680,270.5,150,150,0,10,270.0,270.9,1m,48,2020-12-01 09:08:00
1606813740,270.5,165,165,0,11,270.0,271.0,1m,48,2020-12-01 09:09:00
1606813800,270.5,135,135,0,9,270.0,271.0,1m,48,2020-12-01 09:10:00
1606813860,270.5,165,165,0,11,270.1818,271.0,1m,48,2020-12-01 09:11:00
1606813920,270.5,15,15,0,1,270.0,271.0,1m,48,2020-12-01 09:12:00
1606813980,270.5,90,90,0,6,270.0,271.0,1m,48,2020-12-01 09:13:00
1606814040,270.5,75,75,0,5,270.0,270.9,1m,48,2020-12-01 09:14:00
1606814100,270.5,30,30,0,2,270.0,270.75,1m,48,2020-12-01 09:15:00
1606814100,270.0,45,45,0,3,269.5,270.5,1m,48,2020-12-01 09:15:00
1606814160,270.5,30,30,0,2,270.0,270.75,1m,48,2020-12-01 09:16:00
1606814160,270.0,30,30,0,2,269.5,270.5,1m,48,2020-12-01 09:16:00
1606814220,270.5,45,45,0,3,270.0,271.0,1m,48,2020-12-01 09:17:00
1606814220,270.0,45,45,0,3,269.5,270.5,1m,48,2020-12-01 09:17:00
1606814280,270.5,30,30,0,2,270.0,271.0,1m,48,2020-12-01 09:18:00
1606814340,270.5,90,90,0,6,270.0,270.75,1m,48,2020-12-01 09:19:00
1606814400,270.5,30,30,0,2,270.0,270.5,1m,48,2020-12-01 09:20:00
1606814400,270.0,30,30,0,2,269.5,270.5,1m,48,2020-12-01 09:20:00
1606814460,270.5,30,30,0,2,270.0,270.75,1m,48,2020-12-01 09:21:00
1606814460,270.0,30,30,0,2,270.0,270.5,1m,48,2020-12-01 09:21:00
1606814520,270.0,15,15,0,1,270.0,270.5,1m,48,2020-12-01 09:22:00
1606814580,270.5,15,15,0,1,270.0,271.0,1m,48,2020-12-01 09:23:00
1606814580,270.0,15,15,0,1,270.0,270.5,1m,48,2020-12-01 09:23:00
1606814640,270.5,45,45,0,3,270.0,270.6667,1m,48,2020-12-01 09:24:00
1606814640,270.0,90,90,0,6,269.6667,270.5,1m,48,2020-12-01 09:24:00
1606814700,270.0,180,180,0,12,269.5,270.5,1m,48,2020-12-01 09:25:00
1606814760,270.0,45,45,0,3,269.5,270.5,1m,48,2020-12-01 09:26:00
1606814820,270.5,15,15,0,1,270.0,271.0,1m,48,2020-12-01 09:27:00
1606814820,270.0,120,120,0,8,269.5,270.5,1m,48,2020-12-01 09:27:00
1606814880,270.5,60,60,0,4,270.0,270.75,1m,48,2020-12-01 09:28:00
1606814880,270.0,75,75,0,5,269.5,270.5,1m,48,2020-12-01 09:28:00
1606814940,270.5,240,240,0,16,270.0,271.0,1m,48,2020-12-01 09:29:00
1606815000,270.5,105,105,0,7,270.0,271.0,1m,48,2020-12-01 09:30:00
1606815060,270.5,60,60,0,4,270.0,270.625,1m,48,2020-12-01 09:31:00
1606815060,270.0,30,30,0,2,269.5,270.5,1m,48,2020-12-01 09:31:00
1606815120,270.0,105,105,0,7,269.5,270.5,1m,48,2020-12-01 09:32:00
1606815180,270.0,45,45,0,3,269.5,270.5,1m,48,2020-12-01 09:33:00
1606815240,270.0,180,180,0,12,269.5,270.5417,1m,48,2020-12-01 09:34:00
1606815300,270.0,165,165,0,11,269.5455,270.5,1m,48,2020-12-01 09:35:00
1606815360,270.0,75,75,0,5,269.5,270.5,1m,48,2020-12-01 09:36:00
1606815420,270.0,60,60,0,4,269.5,270.5,1m,48,2020-12-01 09:37:00
1606815600,270.0,45,45,0,3,269.5,270.5,1m,48,2020-12-01 09:40:00
1606815660,270.0,150,150,0,10,269.55,270.5,1m,48,2020-12-01 09:41:00
1606815720,270.0,90,90,0,6,269.5,270.5,1m,48,2020-12-01 09:42:00
1606815780,270.0,180,180,0,12,269.5,270.5,1m,48,2020-12-01 09:43:00
1606815840,270.0,165,165,0,11,269.5455,270.5,1m,48,2020-12-01 09:44:00
1606815900,270.0,210,210,0,14,269.5,270.5,1m,48,2020-12-01 09:45:00
1606815960,270.0,105,105,0,7,269.5,270.5,1m,48,2020-12-01 09:46:00
1606816020,270.0,105,105,0,7,269.5,270.5,1m,48,2020-12-01 09:47:00
1606816080,270.0,180,180,0,12,269.5,270.5,1m,48,2020-12-01 09:48:00
1606816140,270.0,75,75,0,5,269.5,270.5,1m,48,2020-12-01 09:49:00
1606816200,270.0,60,60,0,4,269.5,270.5,1m,48,2020-12-01 09:50:00
1606816200,269.5,30,30,0,2,269.0,270.0,1m,48,2020-12-01 09:50:00
1606816260,269.5,45,45,0,3,269.0,270.0,1m,48,2020-12-01 09:51:00
1606816320,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 09:52:00
1606816380,269.5,45,45,0,3,269.0,270.0,1m,48,2020-12-01 09:53:00
1606816440,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 09:54:00
1606816500,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 09:55:00
1606816560,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 09:56:00
1606816620,269.5,105,105,0,7,269.0,270.0,1m,48,2020-12-01 09:57:00
1606816620,269.0,90,90,0,6,268.8333,269.5,1m,48,2020-12-01 09:57:00
1606816680,269.0,60,60,0,4,268.5,269.5,1m,48,2020-12-01 09:58:00
1606816740,269.5,15,15,0,1,268.5,270.5,1m,48,2020-12-01 09:59:00
1606816740,269.0,15,15,0,1,268.5,269.5,1m,48,2020-12-01 09:59:00
1606816800,269.5,60,60,0,4,268.5,270.5,1m,48,2020-12-01 10:00:00
1606816860,269.0,60,60,0,4,268.875,269.5,1m,48,2020-12-01 10:01:00
1606816980,269.5,90,90,0,6,269.0,269.9167,1m,48,2020-12-01 10:03:00
1606817040,269.5,45,45,0,3,269.0,270.0,1m,48,2020-12-01 10:04:00
1606817100,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 10:05:00
1606817100,269.0,15,15,0,1,269.0,269.5,1m,48,2020-12-01 10:05:00
1606817160,269.0,45,45,0,3,268.8333,269.5,1m,48,2020-12-01 10:06:00
1606817220,270.0,30,30,0,2,269.0,271.0,1m,48,2020-12-01 10:07:00
1606817220,269.5,45,45,0,3,269.0,269.5,1m,48,2020-12-01 10:07:00
1606817220,269.0,105,105,0,7,269.0,269.5,1m,48,2020-12-01 10:07:00
1606817280,269.0,60,60,0,4,268.75,269.5,1m,48,2020-12-01 10:08:00
1606817340,269.0,30,30,0,2,268.5,269.5,1m,48,2020-12-01 10:09:00
1606817460,269.0,30,30,0,2,268.5,269.5,1m,48,2020-12-01 10:11:00
1606817520,269.0,30,30,0,2,268.5,269.5,1m,48,2020-12-01 10:12:00
1606817580,269.0,15,15,0,1,268.5,269.5,1m,48,2020-12-01 10:13:00
1606817700,269.5,15,15,0,1,269.0,269.5,1m,48,2020-12-01 10:15:00
1606817700,269.0,75,75,0,5,268.9,269.5,1m,48,2020-12-01 10:15:00
1606817760,269.5,75,75,0,5,269.0,269.9,1m,48,2020-12-01 10:16:00
1606817820,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 10:17:00
1606817880,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 10:18:00
1606818000,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 10:20:00
1606818060,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 10:21:00
1606818180,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 10:23:00
1606818240,269.5,30,30,0,2,269.0,270.0,1m,48,2020-12-01 10:24:00
1606818300,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 10:25:00
1606818360,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 10:26:00
1606818420,269.5,30,30,0,2,269.0,270.0,1m,48,2020-12-01 10:27:00
1606818480,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 10:28:00
1606818540,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 10:29:00
1606818600,269.5,30,30,0,2,269.0,270.0,1m,48,2020-12-01 10:30:00
1606818660,270.0,15,15,0,1,269.5,270.5,1m,48,2020-12-01 10:31:00
1606818660,269.5,45,45,0,3,269.0,270.0,1m,48,2020-12-01 10:31:00
1606818720,270.0,75,75,0,5,269.5,270.5,1m,48,2020-12-01 10:32:00
1606818780,269.5,45,45,0,3,269.0,270.0,1m,48,2020-12-01 10:33:00
1606818840,269.5,45,45,0,3,269.0,270.0,1m,48,2020-12-01 10:34:00
1606818900,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 10:35:00
1606818960,270.0,45,45,0,3,269.5,270.5,1m,48,2020-12-01 10:36:00
1606818960,269.5,30,30,0,2,269.0,270.0,1m,48,2020-12-01 10:36:00
1606819020,270.0,120,120,0,8,269.5,270.5,1m,48,2020-12-01 10:37:00
1606819020,269.5,45,45,0,3,269.0,270.0,1m,48,2020-12-01 10:37:00
1606819080,269.5,30,30,0,2,269.0,270.0,1m,48,2020-12-01 10:38:00
1606819200,269.5,75,75,0,5,269.0,270.0,1m,48,2020-12-01 10:40:00
1606819260,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 10:41:00
1606819440,269.5,90,90,0,6,269.0,270.0,1m,48,2020-12-01 10:44:00
1606819500,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 10:45:00
1606819560,269.5,30,30,0,2,269.0,270.0,1m,48,2020-12-01 10:46:00
1606819620,269.5,30,30,0,2,269.0,270.0,1m,48,2020-12-01 10:47:00
1606819680,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 10:48:00
1606819740,269.5,180,180,0,12,269.0,270.0,1m,48,2020-12-01 10:49:00
1606819800,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 10:50:00
1606819920,269.5,45,45,0,3,269.0,270.0,1m,48,2020-12-01 10:52:00
1606819980,269.5,105,105,0,7,269.0,270.0,1m,48,2020-12-01 10:53:00
1606820040,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 10:54:00
1606820100,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 10:55:00
1606820160,269.5,105,105,0,7,269.0,270.0,1m,48,2020-12-01 10:56:00
1606820220,269.5,90,90,0,6,269.0,270.0,1m,48,2020-12-01 10:57:00
1606820280,269.5,75,75,0,5,269.0,270.0,1m,48,2020-12-01 10:58:00
1606820340,269.5,30,30,0,2,269.0,270.0,1m,48,2020-12-01 10:59:00
1606820400,269.5,30,30,0,2,269.0,270.0,1m,48,2020-12-01 11:00:00
1606820460,269.5,75,75,0,5,269.0,269.9,1m,48,2020-12-01 11:01:00
1606820520,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 11:02:00
1606820580,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 11:03:00
1606820640,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 11:04:00
1606820700,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 11:05:00
1606820820,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 11:07:00
1606820880,269.5,30,30,0,2,269.0,270.0,1m,48,2020-12-01 11:08:00
1606821120,269.5,75,75,0,5,269.0,270.0,1m,48,2020-12-01 11:12:00
1606821240,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 11:14:00
1606821300,269.5,90,90,0,6,269.0,270.0,1m,48,2020-12-01 11:15:00
1606821420,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 11:17:00
1606821480,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 11:18:00
1606821540,269.5,45,45,0,3,269.0,270.0,1m,48,2020-12-01 11:19:00
1606821600,269.5,15,15,0,1,269.0,270.0,1m,48,2020-12-01 11:20:00
1606821660,270.0,15,15,0,1,269.5,270.5,1m,48,2020-12-01 11:21:00
1606821660,269.5,60,60,0,4,269.0,270.0,1m,48,2020-12-01 11:21:00
1606821720,270.0,195,195,0,13,269.5,270.5,1m,48,2020-12-01 11:22:00
1606821780,270.0,30,30,0,2,269.5,270.5,1m,48,2020-12-01 11:23:00
1606821840,270.0,90,90,0,6,269.5,270.5,1m,48,2020-12-01 11:24:00
1606821900,270.0,15,15,0,1,269.5,270.5,1m,48,2020-12-01 11:25:00
1606821960,270.0,60,60,0,4,269.5,270.5,1m,48,2020-12-01 11:26:00
1606822020,270.0,15,15,0,1,269.5,270.5,1m,48,2020-12-01 11:27:00
1606822080,270.0,90,90,0,6,269.5,270.5,1m,48,2020-12-01 11:28:00
1606822140,270.0,30,30,0,2,269.5,270.5,1m,48,2020-12-01 11:29:00
1606822200,270.0,60,60,0,4,269.5,270.5,1m,48,2020-12-01 11:30:00
1606822260,270.0,45,45,0,3,269.5,270.5,1m,48,2020-12-01 11:31:00
1606822320,270.0,60,60,0,4,269.5,270.5,1m,48,2020-12-01 11:32:00
1606822380,270.5,75,75,0,5,270.0,271.0,1m,48,2020-12-01 11:33:00
1606822380,270.0,30,30,0,2,269.5,270.5,1m,48,2020-12-01 11:33:00
1606822440,270.5,195,195,0,13,270.0,271.0,1m,48,2020-12-01 11:34:00
1606822500,270.5,45,45,0,3,270.0,271.0,1m,48,2020-12-01 11:35:00
1606822560,270.5,60,60,0,4,270.0,271.0,1m,48,2020-12-01 11:36:00
1606822620,270.5,15,15,0,1,270.0,271.0,1m,48,2020-12-01 11:37:00
1606822680,270.5,75,75,0,5,270.0,271.0,1m,48,2020-12-01 11:38:00
1606822740,270.5,75,75,0,5,270.1,271.0,1m,48,2020-12-01 11:39:00
1606822800,271.0,15,15,0,1,270.5,271.0,1m,48,2020-12-01 11:40:00
1606822800,270.5,210,210,0,14,270.3214,271.0,1m,48,2020-12-01 11:40:00
1606822860,271.0,45,45,0,3,270.5,271.0,1m,48,2020-12-01 11:41:00
1606822920,271.0,120,120,0,8,270.5,271.5,1m,48,2020-12-01 11:42:00
1606822980,271.0,15,15,0,1,270.5,271.5,1m,48,2020-12-01 11:43:00
1606823100,271.0,15,15,0,1,270.5,271.5,1m,48,2020-12-01 11:45:00
1606823100,270.5,15,15,0,1,270.0,271.0,1m,48,2020-12-01 11:45:00
1606823160,271.0,75,75,0,5,270.5,271.5,1m,48,2020-12-01 11:46:00
1606823220,271.0,15,15,0,1,270.5,271.5,1m,48,2020-12-01 11:47:00
1606823280,271.0,15,15,0,1,270.5,271.5,1m,48,2020-12-01 11:48:00
1606823340,271.0,30,30,0,2,270.5,271.5,1m,48,2020-12-01 11:49:00
1606823460,271.0,30,30,0,2,270.5,271.0,1m,48,2020-12-01 11:51:00
1606823460,270.5,75,75,0,5,270.4,271.0,1m,48,2020-12-01 11:51:00
1606823520,270.5,135,135,0,9,270.3333,271.0,1m,48,2020-12-01 11:52:00
1606823580,271.0,30,30,0,2,270.5,271.0,1m,48,2020-12-01 11:53:00
1606823580,270.5,45,45,0,3,270.5,271.0,1m,48,2020-12-01 11:53:00
1606823640,271.0,75,75,0,5,270.5,271.2,1m,48,2020-12-01 11:54:00
1606823640,270.5,30,30,0,2,270.5,271.0,1m,48,2020-12-01 11:54:00
1606823700,271.0,60,60,0,4,270.5,271.5,1m,48,2020-12-01 11:55:00
1606823760,271.0,30,30,0,2,270.5,271.5,1m,48,2020-12-01 11:56:00
1606823760,270.5,15,15,0,1,270.5,271.0,1m,48,2020-12-01 11:56:00
1606823940,271.0,15,15,0,1,270.5,271.5,1m,48,2020-12-01 11:59:00
1606824000,271.0,75,75,0,5,270.5,271.5,1m,48,2020-12-01 12:00:00
1606824360,271.0,15,15,0,1,270.5,271.5,1m,48,2020-12-01 12:06:00
1606824420,271.0,45,45,0,3,270.5,271.5,1m,48,2020-12-01 12:07:00
1606824420,270.5,45,45,0,3,270.1667,271.0,1m,48,2020-12-01 12:07:00
1606824480,271.0,45,45,0,3,270.5,271.0,1m,48,2020-12-01 12:08:00
1606824480,270.5,75,75,0,5,270.5,271.0,1m,48,2020-12-01 12:08:00
1606824540,271.0,15,15,0,1,270.5,271.5,1m,48,2020-12-01 12:09:00
1606824600,271.0,105,105,0,7,270.5,271.5,1m,48,2020-12-01 12:10:00
1606824660,271.0,45,45,0,3,270.5,271.5,1m,48,2020-12-01 12:11:00
1606824720,271.0,105,105,0,7,270.5,271.5,1m,48,2020-12-01 12:12:00
1606824780,271.0,30,30,0,2,270.5,271.5,1m,48,2020-12-01 12:13:00
1606824900,271.0,45,45,0,3,270.5,271.5,1m,48,2020-12-01 12:15:00
1606824960,271.0,45,45,0,3,270.5,271.5,1m,48,2020-12-01 12:16:00
1606824960,270.5,30,30,0,2,270.5,271.0,1m,48,2020-12-01 12:16:00
1606825020,271.0,30,30,0,2,270.5,271.5,1m,48,2020-12-01 12:17:00
1606825080,271.0,45,45,0,3,270.5,271.5,1m,48,2020-12-01 12:18:00
1606825140,271.0,15,15,0,1,270.5,271.5,1m,48,2020-12-01 12:19:00
1606825140,270.5,15,15,0,1,270.5,271.0,1m,48,2020-12-01 12:19:00
1606825200,270.5,135,135,0,9,270.5,270.5556,1m,48,2020-12-01 12:20:00
1606825260,270.5,45,45,0,3,270.5,270.5,1m,48,2020-12-01 12:21:00
1606825320,271.0,45,45,0,3,270.5,271.5,1m,48,2020-12-01 12:22:00
1606825320,270.5,30,30,0,2,270.5,270.75,1m,48,2020-12-01 12:22:00
1606825380,271.0,60,60,0,4,270.5,271.5,1m,48,2020-12-01 12:23:00
1606825440,271.0,15,15,0,1,270.5,271.5,1m,48,2020-12-01 12:24:00
1606825560,271.0,15,15,0,1,270.5,271.0,1m,48,2020-12-01 12:26:00
1606825560,270.5,75,75,0,5,270.3,271.0,1m,48,2020-12-01 12:26:00
1606825620,271.0,30,30,0,2,270.5,271.0,1m,48,2020-12-01 12:27:00
1606825620,270.5,30,30,0,2,270.5,271.0,1m,48,2020-12-01 12:27:00
1606825680,271.0,15,15,0,1,270.5,271.0,1m,48,2020-12-01 12:28:00
1606825740,271.0,15,15,0,1,270.5,271.0,1m,48,2020-12-01 12:29:00
1606825800,271.0,45,45,0,3,270.5,271.5,1m,48,2020-12-01 12:30:00
1606825800,270.5,105,105,0,7,270.5,271.0,1m,48,2020-12-01 12:30:00
1606825860,271.0,60,60,0,4,270.5,271.5,1m,48,2020-12-01 12:31:00
1606825920,271.0,75,75,0,5,270.5,271.5,1m,48,2020-12-01 12:32:00
1606825980,271.0,30,30,0,2,270.5,271.5,1m,48,2020-12-01 12:33:00
1606826040,271.0,15,15,0,1,270.5,271.5,1m,48,2020-12-01 12:34:00
