time_bin,price_level,bid_volume,ask_volume,net_volume,trade_count,avg_bid_price,avg_ask_price,time_window,segment_id,trading_time
1606819800,269.5,255,255,0,17,269.0,270.0,5m,48,2020-12-01 10:50:00
1606820100,269.5,375,375,0,25,269.0,270.0,5m,48,2020-12-01 10:55:00
1606820400,269.5,225,225,0,15,269.0,269.9667,5m,48,2020-12-01 11:00:00
1606820700,269.5,150,150,0,10,269.0,270.0,5m,48,2020-12-01 11:05:00
1606821000,269.5,105,105,0,7,269.0,270.0,5m,48,2020-12-01 11:10:00
1606821300,269.5,210,210,0,14,269.0,270.0,5m,48,2020-12-01 11:15:00
1606821600,270.0,210,210,0,14,269.5,270.5,5m,48,2020-12-01 11:20:00
1606821600,269.5,135,135,0,9,269.0,270.0,5m,48,2020-12-01 11:20:00
1606821900,270.0,210,210,0,14,269.5,270.5,5m,48,2020-12-01 11:25:00
1606822200,270.0,285,285,0,19,269.5,270.5,5m,48,2020-12-01 11:30:00
1606822500,270.5,390,390,0,26,270.0,271.0,5m,48,2020-12-01 11:35:00
1606822500,270.0,30,30,0,2,269.5,270.5,5m,48,2020-12-01 11:35:00
1606822800,271.0,180,180,0,12,270.5,271.3333,5m,48,2020-12-01 11:40:00
1606822800,270.5,360,360,0,24,270.2083,271.0,5m,48,2020-12-01 11:40:00
1606823100,271.0,120,120,0,8,270.5,271.5,5m,48,2020-12-01 11:45:00
1606823100,270.5,15,15,0,1,270.0,271.0,5m,48,2020-12-01 11:45:00
1606823400,271.0,75,75,0,5,270.5,271.3,5m,48,2020-12-01 11:50:00
1606823400,270.5,210,210,0,14,270.3571,271.0,5m,48,2020-12-01 11:50:00
1606823700,271.0,195,195,0,13,270.5,271.3077,5m,48,2020-12-01 11:55:00
1606823700,270.5,90,90,0,6,270.5,271.0,5m,48,2020-12-01 11:55:00
1606824000,271.0,90,90,0,6,270.5,271.5,5m,48,2020-12-01 12:00:00
1606824300,271.0,60,60,0,4,270.5,271.5,5m,48,2020-12-01 12:05:00
1606824300,270.5,45,45,0,3,270.1667,271.0,5m,48,2020-12-01 12:05:00
1606824600,271.0,315,315,0,21,270.5,271.4286,5m,48,2020-12-01 12:10:00
1606824600,270.5,75,75,0,5,270.5,271.0,5m,48,2020-12-01 12:10:00
1606824900,271.0,150,150,0,10,270.5,271.5,5m,48,2020-12-01 12:15:00
1606824900,270.5,30,30,0,2,270.5,271.0,5m,48,2020-12-01 12:15:00
1606825200,271.0,105,105,0,7,270.5,271.5,5m,48,2020-12-01 12:20:00
1606825200,270.5,225,225,0,15,270.5,270.6,5m,48,2020-12-01 12:20:00
1606825500,271.0,120,120,0,8,270.5,271.3125,5m,48,2020-12-01 12:25:00
1606825500,270.5,105,105,0,7,270.3571,271.0,5m,48,2020-12-01 12:25:00
1606825800,271.0,210,210,0,14,270.5,271.4286,5m,48,2020-12-01 12:30:00
1606825800,270.5,105,105,0,7,270.5,271.0,5m,48,2020-12-01 12:30:00
1606826100,271.0,270,270,0,18,270.5,271.5,5m,48,2020-12-01 12:35:00
1606826400,271.0,255,255,0,17,270.5,271.5,5m,48,2020-12-01 12:40:00
1606826700,271.5,105,105,0,7,271.0,272.0,5m,48,2020-12-01 12:45:00
1606826700,271.0,330,330,0,22,270.5,271.5,5m,48,2020-12-01 12:45:00
1606827000,271.0,330,330,0,22,270.5,271.4773,5m,48,2020-12-01 12:50:00
1606827000,270.5,90,90,0,6,270.1667,271.0,5m,48,2020-12-01 12:50:00
1606827300,271.0,375,375,0,25,270.5,271.44,5m,48,2020-12-01 12:55:00
1606827300,270.5,225,225,0,15,270.4,271.0,5m,48,2020-12-01 12:55:00
1606827600,271.0,420,420,0,28,270.5,271.5,5m,48,2020-12-01 13:00:00
1606827900,271.0,210,210,0,14,270.5,271.5,5m,48,2020-12-01 13:05:00
1606828200,271.0,165,165,0,11,270.5,271.4091,5m,48,2020-12-01 13:10:00
1606828200,270.5,210,210,0,14,270.3571,271.0,5m,48,2020-12-01 13:10:00
1606828500,271.0,90,90,0,6,270.5,271.1667,5m,48,2020-12-01 13:15:00
1606828500,270.5,285,285,0,19,270.1316,271.0,5m,48,2020-12-01 13:15:00
1606828800,271.0,375,375,0,25,270.5,271.5,5m,48,2020-12-01 13:20:00
1606828800,270.5,15,15,0,1,270.5,271.0,5m,48,2020-12-01 13:20:00
1606829100,271.0,315,315,0,21,270.5,271.5,5m,48,2020-12-01 13:25:00
1606829100,270.5,30,30,0,2,270.5,271.0,5m,48,2020-12-01 13:25:00
1606829400,271.0,150,150,0,10,270.5,271.5,5m,48,2020-12-01 13:30:00
1606829400,270.5,90,90,0,6,270.5,271.0,5m,48,2020-12-01 13:30:00
1606829700,271.0,90,90,0,6,270.5,271.0833,5m,48,2020-12-01 13:35:00
1606829700,270.5,360,360,0,24,270.2708,271.0,5m,48,2020-12-01 13:35:00
1606830000,271.0,450,450,0,30,270.5,271.3833,5m,48,2020-12-01 13:40:00
1606830000,270.5,15,15,0,1,270.0,271.0,5m,48,2020-12-01 13:40:00
1606830300,271.5,375,375,0,25,271.0,271.96,5m,48,2020-12-01 13:45:00
1606830300,271.0,75,75,0,5,270.4,271.3,5m,48,2020-12-01 13:45:00
1606830600,271.5,300,300,0,20,271.0,272.0,5m,48,2020-12-01 13:50:00
1606830600,271.0,180,180,0,12,271.0,271.0,5m,48,2020-12-01 13:50:00
1606830600,270.5,60,60,0,4,270.0,271.0,5m,48,2020-12-01 13:50:00
1606830900,271.5,255,255,0,17,271.0,271.9706,5m,48,2020-12-01 13:55:00
1606830900,271.0,150,150,0,10,270.45,271.5,5m,48,2020-12-01 13:55:00
1606831200,271.0,510,510,0,34,270.5,271.5,5m,48,2020-12-01 14:00:00
1606831200,270.5,60,60,0,4,270.125,271.0,5m,48,2020-12-01 14:00:00
1606831500,271.0,405,405,0,27,270.5,271.5,5m,48,2020-12-01 14:05:00
1606831800,271.0,285,285,0,19,270.5,271.4737,5m,48,2020-12-01 14:10:00
1606831800,270.5,15,15,0,1,270.5,271.0,5m,48,2020-12-01 14:10:00
1606832100,271.0,255,255,0,17,270.5,271.4706,5m,48,2020-12-01 14:15:00
1606832100,270.5,120,120,0,8,270.0,271.0,5m,48,2020-12-01 14:15:00
1606832400,271.0,150,150,0,10,270.5,271.05,5m,48,2020-12-01 14:20:00
1606832400,270.5,180,180,0,12,270.5,271.0,5m,48,2020-12-01 14:20:00
1606832700,271.0,45,45,0,3,270.5,271.5,5m,48,2020-12-01 14:25:00
1606832700,270.5,195,195,0,13,270.5,271.0,5m,48,2020-12-01 14:25:00
1606833000,271.0,495,495,0,33,270.5,271.3333,5m,48,2020-12-01 14:30:00
1606833000,270.5,300,300,0,20,270.175,271.0,5m,48,2020-12-01 14:30:00
1606833300,271.0,675,675,0,45,270.5,271.3556,5m,48,2020-12-01 14:35:00
1606833300,270.5,15,15,0,1,270.0,271.0,5m,48,2020-12-01 14:35:00
1606833600,271.0,285,285,0,19,270.5,271.4474,5m,48,2020-12-01 14:40:00
1606833600,270.5,210,210,0,14,270.1786,271.0,5m,48,2020-12-01 14:40:00
1606833900,271.0,75,75,0,5,270.5,271.3,5m,48,2020-12-01 14:45:00
1606833900,270.5,255,255,0,17,270.0882,271.0,5m,48,2020-12-01 14:45:00
1606834200,271.0,480,480,0,32,270.4844,271.375,5m,48,2020-12-01 14:50:00
1606834200,270.5,360,360,0,24,270.1667,271.0,5m,48,2020-12-01 14:50:00
1606834500,271.5,270,270,0,18,271.0,271.9167,5m,48,2020-12-01 14:55:00
1606834500,271.0,270,270,0,18,270.5278,271.4722,5m,48,2020-12-01 14:55:00
1606834800,271.5,75,75,0,5,271.0,272.0,5m,48,2020-12-01 15:00:00
1606834800,271.0,360,360,0,24,270.5,271.3958,5m,48,2020-12-01 15:00:00
1606834800,270.5,90,90,0,6,270.3333,271.0,5m,48,2020-12-01 15:00:00
1606835100,271.5,465,465,0,31,271.0323,272.0,5m,48,2020-12-01 15:05:00
1606835100,271.0,105,105,0,7,271.0714,271.0,5m,48,2020-12-01 15:05:00
1606835100,270.5,45,45,0,3,270.1667,271.0,5m,48,2020-12-01 15:05:00
1606835400,272.0,150,150,0,10,271.5,272.5,5m,48,2020-12-01 15:10:00
1606835400,271.5,900,900,0,60,271.0333,272.0083,5m,48,2020-12-01 15:10:00
1606835400,271.0,45,45,0,3,271.0,271.0,5m,48,2020-12-01 15:10:00
1606835400,270.5,75,75,0,5,270.0,271.0,5m,48,2020-12-01 15:10:00
1606835700,272.0,15,15,0,1,271.5,272.5,5m,48,2020-12-01 15:15:00
1606835700,271.5,690,690,0,46,271.0,272.0,5m,48,2020-12-01 15:15:00
1606835700,271.0,120,120,0,8,270.75,271.3125,5m,48,2020-12-01 15:15:00
1606836000,271.5,270,270,0,18,271.0,272.0,5m,48,2020-12-01 15:20:00
1606836000,271.0,240,240,0,16,270.7188,271.25,5m,48,2020-12-01 15:20:00
1606836000,270.5,105,105,0,7,270.0,271.0,5m,48,2020-12-01 15:20:00
1606836300,271.5,150,150,0,10,271.0,271.9,5m,48,2020-12-01 15:25:00
1606836300,271.0,315,315,0,21,270.5238,271.4762,5m,48,2020-12-01 15:25:00
1606836300,270.5,75,75,0,5,270.4,271.0,5m,48,2020-12-01 15:25:00
1606836600,271.0,600,600,0,40,270.5,271.5,5m,48,2020-12-01 15:30:00
1606836900,271.5,555,555,0,37,271.0,272.0,5m,48,2020-12-01 15:35:00
1606836900,271.0,270,270,0,18,270.5,271.4722,5m,48,2020-12-01 15:35:00
1606837200,271.5,15,15,0,1,271.0,272.0,5m,48,2020-12-01 15:40:00
1606837200,271.0,120,120,0,8,270.4375,271.5,5m,48,2020-12-01 15:40:00
1606837200,270.5,60,60,0,4,270.125,271.0,5m,48,2020-12-01 15:40:00
1606837500,272.0,30,30,0,2,271.5,272.5,5m,48,2020-12-01 15:45:00
1606837500,271.5,225,225,0,15,271.1333,272.0,5m,48,2020-12-01 15:45:00
1606837500,271.0,15,15,0,1,271.0,271.0,5m,48,2020-12-01 15:45:00
1606837500,270.5,30,30,0,2,270.0,271.0,5m,48,2020-12-01 15:45:00
1606837800,272.5,90,90,0,6,272.0,272.9167,5m,48,2020-12-01 15:50:00
1606837800,272.0,150,150,0,10,271.6,272.5,5m,48,2020-12-01 15:50:00
1606837800,271.5,375,375,0,25,272.0,271.0,5m,48,2020-12-01 15:50:00
1606837800,270.5,165,165,0,11,270.0,271.0,5m,48,2020-12-01 15:50:00
1606838100,272.5,75,75,0,5,272.0,272.8,5m,48,2020-12-01 15:55:00
1606838100,272.0,165,165,0,11,272.0,272.5,5m,48,2020-12-01 15:55:00
1606838100,271.5,30,30,0,2,270.0,273.0,5m,48,2020-12-01 15:55:00
1606838400,272.5,120,120,0,8,272.0,272.75,5m,48,2020-12-01 16:00:00
1606838400,272.0,75,75,0,5,272.0,272.5,5m,48,2020-12-01 16:00:00
1606838400,271.5,60,60,0,4,272.0,271.0,5m,48,2020-12-01 16:00:00
1606838700,272.5,75,75,0,5,272.0,273.0,5m,48,2020-12-01 16:05:00
1606838700,270.5,15,15,0,1,270.0,271.0,5m,48,2020-12-01 16:05:00
1606839000,273.0,45,45,0,3,272.5,273.5,5m,48,2020-12-01 16:10:00
1606839000,272.5,45,45,0,3,272.0,273.1667,5m,48,2020-12-01 16:10:00
1606839000,270.5,180,180,0,12,270.2917,271.0,5m,48,2020-12-01 16:10:00
1606839300,273.5,210,210,0,14,273.0,274.0,5m,48,2020-12-01 16:15:00
1606839300,272.0,30,30,0,2,273.0,271.0,5m,48,2020-12-01 16:15:00
1606839300,270.5,15,15,0,1,270.0,271.0,5m,48,2020-12-01 16:15:00
1606839600,273.5,120,120,0,8,273.0,274.0,5m,48,2020-12-01 16:20:00
1606839900,273.5,195,195,0,13,273.0,274.0,5m,48,2020-12-01 16:25:00
1606839900,270.5,120,120,0,8,270.0,271.0,5m,48,2020-12-01 16:25:00
1606840200,270.5,180,180,0,12,270.0,271.0,5m,48,2020-12-01 16:30:00
1606781700,13432.0,7,20,-13,1,13428.0,13436.0,5m,589,2020-12-01 00:15:00
1606781700,13431.0,11,14,-3,1,13427.0,13435.0,5m,589,2020-12-01 00:15:00
1606781700,13413.0,12,26,-14,1,13409.0,13417.0,5m,589,2020-12-01 00:15:00
1606781700,13408.5,10,10,0,1,13404.5,13412.5,5m,589,2020-12-01 00:15:00
1606781700,13407.0,10,10,0,1,13406.0,13407.5,5m,589,2020-12-01 00:15:00
1606781700,13401.5,29,42,-13,2,13399.5,13403.5,5m,589,2020-12-01 00:15:00
1606781700,13398.5,6,13,-7,1,13394.5,13402.5,5m,589,2020-12-01 00:15:00
1606781700,13395.5,26,17,9,1,13391.5,13399.5,5m,589,2020-12-01 00:15:00
1606781700,13395.0,8,10,-2,1,13390.5,13399.0,5m,589,2020-12-01 00:15:00
1606781700,13391.0,31,30,1,2,13398.75,13382.75,5m,589,2020-12-01 00:15:00
1606781700,13390.5,10,7,3,1,13383.5,13397.0,5m,589,2020-12-01 00:15:00
1606781700,13389.5,6,12,-6,1,13385.0,13393.5,5m,589,2020-12-01 00:15:00
1606781700,13388.5,9,11,-2,1,13381.5,13395.0,5m,589,2020-12-01 00:15:00
1606781700,13388.0,22,36,-14,2,13373.75,13402.0,5m,589,2020-12-01 00:15:00
1606781700,13387.5,20,24,-4,2,13382.5,13392.25,5m,589,2020-12-01 00:15:00
1606781700,13384.0,26,23,3,2,13376.75,13390.75,5m,589,2020-12-01 00:15:00
1606781700,13383.0,6,4,2,1,13339.0,13426.5,5m,589,2020-12-01 00:15:00
1606781700,13382.0,5,3,2,1,13419.5,13344.5,5m,589,2020-12-01 00:15:00
1606781700,13381.5,19,10,9,1,13394.5,13368.0,5m,589,2020-12-01 00:15:00
1606781700,13381.0,7,10,-3,1,13380.5,13381.0,5m,589,2020-12-01 00:15:00
1606781700,13380.5,9,16,-7,1,13380.0,13381.0,5m,589,2020-12-01 00:15:00
1606781700,13380.0,8,10,-2,1,13389.5,13370.5,5m,589,2020-12-01 00:15:00
1606781700,13379.5,22,10,12,1,13389.0,13369.5,5m,589,2020-12-01 00:15:00
1606781700,13379.0,19,20,-1,2,13390.75,13367.0,5m,589,2020-12-01 00:15:00
1606781700,13378.5,10,12,-2,1,13343.5,13413.0,5m,589,2020-12-01 00:15:00
1606781700,13378.0,6,13,-7,1,13361.0,13394.5,5m,589,2020-12-01 00:15:00
1606781700,13377.5,60,39,21,4,13343.875,13410.875,5m,589,2020-12-01 00:15:00
1606781700,13377.0,12,7,5,1,13373.0,13381.0,5m,589,2020-12-01 00:15:00
1606781700,13376.0,27,14,13,1,13393.0,13358.5,5m,589,2020-12-01 00:15:00
1606781700,13375.5,12,18,-6,2,13385.25,13365.25,5m,589,2020-12-01 00:15:00
1606781700,13375.0,34,28,6,2,13360.5,13389.25,5m,589,2020-12-01 00:15:00
1606781700,13374.5,15,7,8,1,13376.0,13372.5,5m,589,2020-12-01 00:15:00
1606781700,13374.0,5,6,-1,2,13379.5,13368.5,5m,589,2020-12-01 00:15:00
1606781700,13373.5,4,2,2,1,13356.0,13390.5,5m,589,2020-12-01 00:15:00
1606781700,13373.0,46,37,9,4,13375.125,13370.75,5m,589,2020-12-01 00:15:00
1606781700,13372.5,27,35,-8,5,13360.7,13384.2,5m,589,2020-12-01 00:15:00
1606781700,13372.0,2,4,-2,2,13344.25,13399.75,5m,589,2020-12-01 00:15:00
1606781700,13371.5,36,59,-23,3,13343.8333,13399.0,5m,589,2020-12-01 00:15:00
1606781700,13371.0,13,11,2,2,13356.75,13385.0,5m,589,2020-12-01 00:15:00
1606781700,13370.5,23,17,6,2,13354.0,13386.5,5m,589,2020-12-01 00:15:00
1606781700,13370.0,56,48,8,5,13368.4,13371.4,5m,589,2020-12-01 00:15:00
1606781700,13369.5,17,11,6,1,13385.0,13353.5,5m,589,2020-12-01 00:15:00
1606781700,13369.0,52,56,-4,7,13356.8571,13381.0714,5m,589,2020-12-01 00:15:00
1606781700,13368.5,49,31,18,5,13374.6,13362.2,5m,589,2020-12-01 00:15:00
1606781700,13368.0,20,25,-5,2,13367.0,13369.0,5m,589,2020-12-01 00:15:00
1606781700,13367.5,39,42,-3,5,13349.5,13385.2,5m,589,2020-12-01 00:15:00
1606781700,13367.0,94,58,36,6,13357.3333,13376.4167,5m,589,2020-12-01 00:15:00
1606781700,13366.5,73,44,29,8,13357.375,13375.375,5m,589,2020-12-01 00:15:00
1606781700,13366.0,10,25,-15,2,13368.75,13363.0,5m,589,2020-12-01 00:15:00
1606781700,13365.5,35,32,3,5,13348.0,13382.8,5m,589,2020-12-01 00:15:00
1606781700,13365.0,39,20,19,3,13350.3333,13379.5,5m,589,2020-12-01 00:15:00
1606781700,13364.5,24,28,-4,5,13358.1,13370.7,5m,589,2020-12-01 00:15:00
1606781700,13364.0,31,33,-2,5,13355.8,13371.9,5m,589,2020-12-01 00:15:00
1606781700,13363.5,38,17,21,3,13356.6667,13370.1667,5m,589,2020-12-01 00:15:00
1606781700,13363.0,18,22,-4,5,13372.8,13353.0,5m,589,2020-12-01 00:15:00
1606781700,13362.5,2,4,-2,1,13352.0,13373.0,5m,589,2020-12-01 00:15:00
1606781700,13362.0,8,14,-6,4,13349.625,13374.25,5m,589,2020-12-01 00:15:00
1606781700,13361.5,35,51,-16,6,13359.8333,13362.8333,5m,589,2020-12-01 00:15:00
1606781700,13361.0,76,57,19,8,13355.5,13366.3125,5m,589,2020-12-01 00:15:00
1606781700,13360.5,22,21,1,4,13363.625,13357.125,5m,589,2020-12-01 00:15:00
1606781700,13360.0,3,12,-9,1,13346.5,13373.5,5m,589,2020-12-01 00:15:00
1606781700,13359.5,14,31,-17,3,13346.5,13372.1667,5m,589,2020-12-01 00:15:00
1606781700,13359.0,72,70,2,10,13354.6,13363.25,5m,589,2020-12-01 00:15:00
1606781700,13358.5,38,31,7,5,13357.1,13359.6,5m,589,2020-12-01 00:15:00
1606781700,13358.0,49,22,27,3,13356.1667,13359.6667,5m,589,2020-12-01 00:15:00
1606781700,13357.5,79,47,32,7,13359.3571,13355.4286,5m,589,2020-12-01 00:15:00
1606781700,13357.0,26,18,8,2,13351.75,13362.25,5m,589,2020-12-01 00:15:00
1606781700,13356.5,43,30,13,3,13345.5,13367.3333,5m,589,2020-12-01 00:15:00
1606781700,13356.0,62,54,8,6,13351.0,13360.6667,5m,589,2020-12-01 00:15:00
1606781700,13355.5,53,39,14,4,13350.875,13360.0,5m,589,2020-12-01 00:15:00
1606781700,13355.0,69,63,6,6,13351.9167,13357.75,5m,589,2020-12-01 00:15:00
1606781700,13354.5,8,13,-5,1,13346.5,13362.0,5m,589,2020-12-01 00:15:00
1606781700,13354.0,11,12,-1,1,13347.0,13361.0,5m,589,2020-12-01 00:15:00
1606781700,13353.5,49,49,0,7,13351.0714,13355.7857,5m,589,2020-12-01 00:15:00
1606781700,13353.0,57,55,2,5,13343.6,13362.2,5m,589,2020-12-01 00:15:00
1606781700,13352.5,23,13,10,3,13352.3333,13352.5,5m,589,2020-12-01 00:15:00
1606781700,13352.0,60,73,-13,8,13345.5625,13358.0625,5m,589,2020-12-01 00:15:00
1606781700,13351.5,51,49,2,7,13353.3571,13349.5,5m,589,2020-12-01 00:15:00
1606781700,13351.0,6,8,-2,2,13347.25,13354.25,5m,589,2020-12-01 00:15:00
1606781700,13350.5,32,21,11,3,13340.8333,13360.0,5m,589,2020-12-01 00:15:00
1606781700,13350.0,22,11,11,1,13335.0,13364.5,5m,589,2020-12-01 00:15:00
1606781700,13349.5,12,11,1,2,13339.0,13359.75,5m,589,2020-12-01 00:15:00
1606781700,13349.0,23,19,4,2,13338.25,13359.75,5m,589,2020-12-01 00:15:00
1606781700,13348.5,19,15,4,2,13342.0,13354.75,5m,589,2020-12-01 00:15:00
1606781700,13348.0,78,40,38,5,13346.7,13349.0,5m,589,2020-12-01 00:15:00
1606781700,13347.5,62,51,11,5,13337.0,13357.7,5m,589,2020-12-01 00:15:00
1606781700,13347.0,48,28,20,3,13344.3333,13349.5,5m,589,2020-12-01 00:15:00
1606781700,13346.5,63,23,40,4,13343.25,13349.375,5m,589,2020-12-01 00:15:00
1606781700,13346.0,57,18,39,3,13341.8333,13350.0,5m,589,2020-12-01 00:15:00
1606781700,13345.5,53,29,24,3,13337.0,13353.5,5m,589,2020-12-01 00:15:00
1606781700,13345.0,19,6,13,1,13339.5,13350.5,5m,589,2020-12-01 00:15:00
1606781700,13344.5,10,18,-8,2,13346.25,13342.75,5m,589,2020-12-01 00:15:00
1606781700,13344.0,45,32,13,5,13340.3,13347.5,5m,589,2020-12-01 00:15:00
1606781700,13343.5,25,10,15,1,13339.0,13347.5,5m,589,2020-12-01 00:15:00
1606781700,13343.0,19,6,13,1,13343.0,13343.0,5m,589,2020-12-01 00:15:00
1606781700,13342.5,17,21,-4,3,13337.8333,13346.8333,5m,589,2020-12-01 00:15:00
1606781700,13342.0,44,20,24,4,13337.875,13345.875,5m,589,2020-12-01 00:15:00
1606781700,13341.5,6,6,0,2,13343.75,13339.25,5m,589,2020-12-01 00:15:00
1606781700,13341.0,40,25,15,4,13340.125,13341.625,5m,589,2020-12-01 00:15:00
1606781700,13340.5,5,4,1,1,13344.0,13337.0,5m,589,2020-12-01 00:15:00
1606781700,13340.0,14,13,1,1,13336.0,13344.0,5m,589,2020-12-01 00:15:00
1606781700,13339.5,21,23,-2,3,13330.3333,13348.3333,5m,589,2020-12-01 00:15:00
